maximum,sku,Cost,Color,length,width,height,weight,title,url,review,Product detail,Return Policy,Date and Time,Brand
11,CTRL-CPRO-DUAL-BK,300.00,,,,,4.6,Dual Monitor Arm – Model C Pro,https://navodesk.com/product/dual-monitor-arm/,1,"Control Monitor Arms, Premium Quality Ergonomic Monitor Desk Mount with Gas Spring Tech & USB Hub by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
4,ND-LS-SDF,2200,black,,,,58,L Shaped Standing Desk Frame - Navodesk,https://navodesk.com/product/l-shaped-standing-desk-frame/,1," Height Adjustable L Shaped Standing Desk Frame, ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
9,ND-DRAWER-ST,50.00,,,,,650g,"Drawer, Storage Tray & Organizer",https://navodesk.com/product/drawer-storage-tray/,1,,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
4,ND-LS-SDF,2200,grey,,,,58,L Shaped Standing Desk Frame - Navodesk,https://navodesk.com/product/l-shaped-standing-desk-frame/,1," Height Adjustable L Shaped Standing Desk Frame, ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
,ND-LS-SDF,2200,white,,,,58,L Shaped Standing Desk Frame - Navodesk,https://navodesk.com/product/l-shaped-standing-desk-frame/,1," Height Adjustable L Shaped Standing Desk Frame, ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
2,NDNWTFS,699.00,,,,,13.5Kg,Nordic Wooden TV Floor Stand,https://navodesk.com/product/nordic-wooden-tv-floor-stand/,1,"Nordic Wooden TV Floor Stand With Felt Shelf, Modern & Minimalistic TV Stand By ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
,ND-HALO,1290,BLACK,50,73,127,30,HALO Chair Premium Ergonomic Gaming &amp; Office Chair with Multi Adjustable Features by Navodesk Pure Black,https://navodesk.com/product/halo-chair/,1,HALO Chair Premium Ergonomic Gaming & Office Chair with Multi Adjustable Features by ,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
,ND-WT-MR,199,,,,,2.5kg,"_Navodesk Premium Walnut Monitor Riser, Minimalistic Wooden Monitor Stand for Laptop, iMac &amp; PC (Large)",https://navodesk.com/product/monitor-riser-walnut/,1,,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
,ND-AERO-M,890,BEIGE-GREY,,,,26,Navodesk Aero Chairs - Navodesk,https://navodesk.com/product/aero-chair-mesh/,2,"AERO Chair, Ergonomic Design, Premium Office & Computer Chair with Multi-adjustable features by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
,ND-HALO,1290,BLACK&WHITE,50,73,127,30,HALO Chair Premium Ergonomic Gaming &amp; Office Chair with Multi Adjustable Features by Navodesk Grey,https://navodesk.com/product/halo-chair/,1,HALO Chair Premium Ergonomic Gaming & Office Chair with Multi Adjustable Features by ,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
,ND-HALO,1290,LIGHT-GREY,50,73,127,30,HALO Chair Premium Ergonomic Gaming &amp; Office Chair with Multi Adjustable Features by Navodesk Black &amp; White,https://navodesk.com/product/halo-chair/,1,HALO Chair Premium Ergonomic Gaming & Office Chair with Multi Adjustable Features by ,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
5,ND-HALO,1290,MARINE-BLUE,50,73,127,30,HALO Chair Premium Ergonomic Gaming &amp; Office Chair with Multi Adjustable Features by Navodesk Minty Green,https://navodesk.com/product/halo-chair/,1,HALO Chair Premium Ergonomic Gaming & Office Chair with Multi Adjustable Features by ,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
4,ND-HALO,1290,MINT-GREEN,50,73,127,30,HALO Chair Premium Ergonomic Gaming &amp; Office Chair with Multi Adjustable Features by Navodesk Blue,https://navodesk.com/product/halo-chair/,1,HALO Chair Premium Ergonomic Gaming & Office Chair with Multi Adjustable Features by ,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
,ND-WT-MR,149,,,,,2.5kg,"Navodesk Premium Walnut Monitor Riser, Minimalistic Wooden Monitor Stand for Laptop, iMac &amp; PC (Medium)4",https://navodesk.com/product/monitor-riser-walnut/,1,,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
6,ND-AERO-M,890,GREY,,,,26,Navodesk-Aero-Mesh-Chairs - Navodesk,https://navodesk.com/product/aero-chair-mesh/,2,"AERO Chair, Ergonomic Design, Premium Office & Computer Chair with Multi-adjustable features by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
7,ND-AERO-M,890,PURE-BLACK,,,,26,Navodesk-Aero-Mesh-Chairs - Navodesk,https://navodesk.com/product/aero-chair-mesh/,2,"AERO Chair, Ergonomic Design, Premium Office & Computer Chair with Multi-adjustable features by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
,ND-AERO-M,890,SPACE-BLUE,,,,26,aerochair - Navodesk,https://navodesk.com/product/aero-chair-mesh/,2,"AERO Chair, Ergonomic Design, Premium Office & Computer Chair with Multi-adjustable features by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
,HP9040,100,PRESS START,,,,880Grams,"HUEPAD NEBULA SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mouse pad, XL Desk Pad with Carry Case Tube (XL- 90x40cm, WINDS OF NEPTUNE, LAVA)",https://navodesk.com/product/mousepad/,0,"HUEPAD “HALO” “ISOFLOW” “NEBULA” SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mouse pad, XL Desk Pad with Carry Case Tube.","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,HUEPAD
4,ND-LR-WD,99.00,,,,,1kg,Wooden Laptop Riser,https://navodesk.com/product/wooden-laptop-riser/,0,"Wooden Laptop Riser Stand, Ergonomic Desk Accessory for Macbook & Notebook, Universal Laptop Stand – ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
,ND-HS-WD,69.00,,,,,300Grams,Headphone Stand Wooden & Aluminium,https://navodesk.com/product/headphone-stand-navodesk-wooden-aluminium-ergonomic-desk-accessory/,0,,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
2,ND-APX,1290,Dark Grey,,,,30kg,"APEX Chair, Premium Ergonomic Soft Fabric Gaming Chair with Memory Foam Pillows, Magnetic Headrest &amp; Integrated Lumbar Support By Navodesk (M, Light Grey)",https://navodesk.com/product/apex-chair/,1,"APEX Chair, Premium Ergonomic Soft Fabric Gaming Chair with Memory Foam Pillows, Magnetic Headrest & Integrated Lumbar Support By ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
,CTRL-XR-SG,300.00,,,,,4.1Kilograms,Control Monitor Arm Premium Gaming RGB  Model XR,https://navodesk.com/product/control-monitor-arm-premium-gaming-rgb-model-xr/,0,"Control Premium Gaming RGB Monitor Arm Model XR, Single Arm Desk Mount with Spring Tech & RGB Lights By Navodesk (Single, Space Grey)","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:39,NAVODESK
,ND-LHA,99,Black,36,24,4.5,1.25Kilograms,"Navodesk Universal Laptop Holder Attachment For Monitor Arms - Fit for 11.6”-17.3” Laptops, Ventilated Design with Anti-Scratch Silicone Pads",https://navodesk.com/product/universal-laptop-holder-attachment-for-monitor-arms-navodesk/,0,"Universal Laptop Holder Attachment For Monitor Arms – Fit for 11.6”-17.3” Laptops, Ventilated Design with Anti-Scratch Silicone Pads","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:39,NAVODESK
,ND-UD-FTR-B,120.00,,,,,2.70kg,Ergonomic Under Desk Footrest,https://navodesk.com/product/ergonomic-under-desk-footrest/,0,"Navodesk Premium Ergonomic Under Desk Footrest with Tilt Function & Non-Skid Surface (Model B, Black)","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:39,NAVODESK
6,ND-CMT,100,black,80,15,7.5,2.3kg,Cable Management Tray,https://navodesk.com/product/cable-management-tray/,4, Cable Management Tray Heavy Duty Under Desk Cable Organizer for Wire Management ,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:39,NAVODESK
,HP9040,100,In The Zone,,,,880Grams,"HUEPAD NEBULA SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mouse pad, XL Desk Pad with Carry Case Tube (XL- 90x40cm, WINDS OF NEPTUNE, COLD)",https://navodesk.com/product/mousepad/,0,"HUEPAD “HALO” “ISOFLOW” “NEBULA” SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mouse pad, XL Desk Pad with Carry Case Tube.","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,HUEPAD
,HP9040,100,Beast Mode,,,,880Grams,"_HUEPAD NEBULA SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mouse pad, XL Desk Pad with Carry Case Tube (XL- 90x40cm, WINDS OF NEPTUNE, WARM)",https://navodesk.com/product/mousepad/,0,"HUEPAD “HALO” “ISOFLOW” “NEBULA” SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mouse pad, XL Desk Pad with Carry Case Tube.","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,HUEPAD
,HP9040,100,GGWP,,,,880Grams,"HUEPAD NEBULA SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mouse pad, XL Desk Pad with Carry Case Tube (XL- 90x40cm, DUMBELL NEBULA, ICE)",https://navodesk.com/product/mousepad/,0,"HUEPAD “HALO” “ISOFLOW” “NEBULA” SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mouse pad, XL Desk Pad with Carry Case Tube.","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,HUEPAD
,HP9040,100,LEVEL 99,,,,880Grams,"_HUEPAD NEBULA SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mouse pad, XL Desk Pad with Carry Case Tube (XL- 90x40cm, DUMBELL NEBULA, COLD)",https://navodesk.com/product/mousepad/,0,"HUEPAD “HALO” “ISOFLOW” “NEBULA” SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mouse pad, XL Desk Pad with Carry Case Tube.","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,HUEPAD
,HP9040,100,LAVA,,,,880Grams,"_HUEPAD NEBULA SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mouse pad, XL Desk Pad with Carry Case Tube (XL- 90x40cm, DUMBELL NEBULA, WARM)",https://navodesk.com/product/mousepad/,0,"HUEPAD “HALO” “ISOFLOW” “NEBULA” SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mouse pad, XL Desk Pad with Carry Case Tube.","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,HUEPAD
9,ND-APX,1290,Desert Sand,,,,30kg,"APEX Chair, Premium Ergonomic Soft Fabric Gaming Chair with Memory Foam Pillows, Magnetic Headrest &amp; Integrated Lumbar Support By Navodesk (M, Desert Sand)",https://navodesk.com/product/apex-chair/,1,"APEX Chair, Premium Ergonomic Soft Fabric Gaming Chair with Memory Foam Pillows, Magnetic Headrest & Integrated Lumbar Support By ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
10,ND-APX,1290,Galaxy Blue,,,,30kg,"APEX Chair, Premium Ergonomic Soft Fabric Gaming Chair with Memory Foam Pillows, Magnetic Headrest &amp; Integrated Lumbar Support By Navodesk (M, Galaxy Blue)",https://navodesk.com/product/apex-chair/,1,"APEX Chair, Premium Ergonomic Soft Fabric Gaming Chair with Memory Foam Pillows, Magnetic Headrest & Integrated Lumbar Support By ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
8,ND-APX,1290,Light Grey,,,,30kg,"APEX Chair, Premium Ergonomic Soft Fabric Gaming Chair with Memory Foam Pillows, Magnetic Headrest &amp; Integrated Lumbar Support By Navodesk (M, Light Grey)",https://navodesk.com/product/apex-chair/,1,"APEX Chair, Premium Ergonomic Soft Fabric Gaming Chair with Memory Foam Pillows, Magnetic Headrest & Integrated Lumbar Support By ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
,ND-LHA,99,Silver,36,24,4.5,1.25Kilograms,"Navodesk Universal Laptop Holder Attachment For Monitor Arms - Fit for 11.6”-17.3” Laptops, Ventilated Design with Anti-Scratch Silicone Pads-Black",https://navodesk.com/product/universal-laptop-holder-attachment-for-monitor-arms-navodesk/,0,"Universal Laptop Holder Attachment For Monitor Arms – Fit for 11.6”-17.3” Laptops, Ventilated Design with Anti-Scratch Silicone Pads","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:39,NAVODESK
2,ND-CMT,100,grey,80,15,7.5,2.3kg,Cable-Management-Tray-Black,https://navodesk.com/product/cable-management-tray/,4, Cable Management Tray Heavy Duty Under Desk Cable Organizer for Wire Management ,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:39,NAVODESK
8,ND-CMT,100,white,80,15,7.5,2.3kg,Cable-Management-Tray,https://navodesk.com/product/cable-management-tray/,4, Cable Management Tray Heavy Duty Under Desk Cable Organizer for Wire Management ,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:39,NAVODESK
,HP9040,100,ATOMIC GREEN,,,,880Grams,"_HUEPAD HALO SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mousepad, 90x40cm XL Desk Pad with Carry Case Tube (X-Large, PRESS START)",https://navodesk.com/product/mousepad/,0,"HUEPAD “HALO” “ISOFLOW” “NEBULA” SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mouse pad, XL Desk Pad with Carry Case Tube.","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,HUEPAD
,HP9040,100,CAYAN,,,,880Grams,"HUEPAD HALO SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mousepad, 90x40cm XL Desk Pad with Carry Case Tube (X-Large, IN THE ZONE)",https://navodesk.com/product/mousepad/,0,"HUEPAD “HALO” “ISOFLOW” “NEBULA” SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mouse pad, XL Desk Pad with Carry Case Tube.","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,HUEPAD
,HP9040,100,FROST GRAPE,,,,880Grams,"HUEPAD ISOFLOW SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mouse pad, XL Desk Pad with Carry Case Tube (XL- 90x40cm, HYPERJUMP, LAVA)",https://navodesk.com/product/mousepad/,0,"HUEPAD “HALO” “ISOFLOW” “NEBULA” SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mouse pad, XL Desk Pad with Carry Case Tube.","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,HUEPAD
,HP9040,100,WARM,,,,880Grams,"HUEPAD HALO SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mousepad, XL Desk Pad with Carry Case Tube (X-Large, BEAST MODE)",https://navodesk.com/product/mousepad/,0,"HUEPAD “HALO” “ISOFLOW” “NEBULA” SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mouse pad, XL Desk Pad with Carry Case Tube.","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,HUEPAD
,HP9040,100,COLD,,,,880Grams,"_HUEPAD ISOFLOW SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mouse pad, XL Desk Pad with Carry Case Tube (XL- 90x40cm, HYPERJUMP, ATOMIC GREEN)",https://navodesk.com/product/mousepad/,0,"HUEPAD “HALO” “ISOFLOW” “NEBULA” SERIES, Premium Mousepads, HYDRAGLIDE™ Fabric Gaming Mouse pad, XL Desk Pad with Carry Case Tube.","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,HUEPAD
