maximum,sku,Cost,Color,length,width,height,weight,title,url,review,Product detail,Return Policy,Date and Time,Brand
6,ND-AER0-F,890,PURE-BLACK,,,,26kg,aero-chair-navodesk - Navodesk,https://navodesk.com/product/aero-chair/,5,"AERO Chair, Ergonomic Design, Premium Office & Computer Chair with Multi-adjustable features by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:36,NAVODESK
7,ND-AER0-F,890,RED,,,,26kg,aero-chair-fabric,https://navodesk.com/product/aero-chair/,5,"AERO Chair, Ergonomic Design, Premium Office & Computer Chair with Multi-adjustable features by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:36,NAVODESK
4,ND-AER0-F,890,SAPPHIRE-BLUE,,,,26kg,AERO Chair - SAPPHIRE BLUE,https://navodesk.com/product/aero-chair/,5,"AERO Chair, Ergonomic Design, Premium Office & Computer Chair with Multi-adjustable features by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:36,NAVODESK
2,ND-KIKO,690,BLACK & WHITE,,,,19.4kg,premium-kiko-chair-navodesk,https://navodesk.com/product/kiko-chair/,0,"KIKO Chair, Ergonomic Folding Design, Premium Office & Computer Chair by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:36,NAVODESK
,ND-KIKO,690,MARINE BLUE,,,,19.4kg,premium-kiko-chairs-navodesk,https://navodesk.com/product/kiko-chair/,0,"KIKO Chair, Ergonomic Folding Design, Premium Office & Computer Chair by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:36,NAVODESK
6,ND-KIKO,690,MINT-GREEN,,,,19.4kg,kiko-chair-pink - Navodesk,https://navodesk.com/product/kiko-chair/,0,"KIKO Chair, Ergonomic Folding Design, Premium Office & Computer Chair by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:36,NAVODESK
4,ND-KIKO,690,PINK,,,,19.4kg,kiko chairs-red - Navodesk,https://navodesk.com/product/kiko-chair/,0,"KIKO Chair, Ergonomic Folding Design, Premium Office & Computer Chair by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:36,NAVODESK
1,ND-KIKO,690,PURE BLACK,,,,19.4kg,premium-quality-kiko-chairs-navodesk,https://navodesk.com/product/kiko-chair/,0,"KIKO Chair, Ergonomic Folding Design, Premium Office & Computer Chair by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:36,NAVODESK
1,ND-KIKO,690,RED,,,,19.4kg,Kiko Chair,https://navodesk.com/product/kiko-chair/,0,"KIKO Chair, Ergonomic Folding Design, Premium Office & Computer Chair by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:36,NAVODESK
4,CTRL-CPRO-BK,150.00,,,,,2.9,Single Monitor Arm – Model C Pro,https://navodesk.com/product/single-monitor-arm-model-c-pro/,0,"Control Monitor Arms, Premium Quality Ergonomic Monitor Desk Mount with Gas Spring Tech & USB Hub by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:36,NAVODESK
,ND-WS,405,wble-black,,,,7kg,"Wobble Stool By Navodesk, Ergonomic Stool, Active Chair, Standing desk stool",https://navodesk.com/product/wobble-stool/,0,Wobble Stool By ,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:36,NAVODESK
,CTRL-APRO-DUAL-BK,500.00,,,,,6.5kg,Monitor Arm Dual – Model A Pro,https://navodesk.com/product/monitor-arm-dual/,0,"Control Monitor Arm Dual, Premium Quality Dual Monitor Desk Mount with Gas Spring Tech & USB Hub by","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:36,NAVODESK
5,ND-VIS,249,Beige Grey,,,,8kg,Navodesk vis chair with wheels,https://navodesk.com/product/vis-chair-2/,0,"VIS Chair, Premium Meeting & Visitor Chairs, Swivel Chair, Home Office Chair With Soft Cushion Seat By ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:36,NAVODESK
6,ND-WS,405,wble-grey,,,,7kg,"Wobble Stool By Navodesk, Ergonomic Stool, Active Chair, Standing desk stool",https://navodesk.com/product/wobble-stool/,0,Wobble Stool By ,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:36,NAVODESK
8,ND-WS,405,wble-red,,,,7kg,"Wobble Stool By Navodesk, Ergonomic Stool, Active Chair, Standing desk stool",https://navodesk.com/product/wobble-stool/,0,Wobble Stool By ,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:36,NAVODESK
2,ND-VIS,329,Sage Green,,,,8kg,Navodesk VIS chair without wheels,https://navodesk.com/product/vis-chair-2/,0,"VIS Chair, Premium Meeting & Visitor Chairs, Swivel Chair, Home Office Chair With Soft Cushion Seat By ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:36,NAVODESK
,ND-VIS,249,White,71,40.5,51.5,8kg,Ergonomic Chair | VIS Office Chair by Navodesk,https://navodesk.com/product/vis-chair-2/,0,"VIS Chair, Premium Meeting & Visitor Chairs, Swivel Chair, Home Office Chair With Soft Cushion Seat By ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:36,NAVODESK
,ND-VIS,329,Pink,56,51,52,8kg,Premium-VIS-Chairs,https://navodesk.com/product/vis-chair-2/,0,"VIS Chair, Premium Meeting & Visitor Chairs, Swivel Chair, Home Office Chair With Soft Cushion Seat By ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:36,NAVODESK
5,ND-BASIC,399,Black&White,,,,12.1kg,Basic Ergonomic Chair black&amp;white - Navodesk,https://navodesk.com/product/basic-chair/,0,"BASIC Chair, Ergonomic Desk Chair, Office & Computer Chair for Home & Office by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
5,NAVODESK12,249,Beige Grey,,,,8kg,Navodesk vis chair with wheels,https://navodesk.com/product/vis-chair/,0,"VIS Chair, Premium Meeting & Visitor Chairs, Swivel Chair, Home Office Chair With Soft Cushion Seat By ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
,ND-MR-WD,99.00,,,,,60x25x11cm,Monitor Riser,https://navodesk.com/product/monitor-riser/,0,,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
5,ND-BASIC,399,GREY,,,,12.1kg,Basic Chair Grey - Navodesk,https://navodesk.com/product/basic-chair/,0,"BASIC Chair, Ergonomic Desk Chair, Office & Computer Chair for Home & Office by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
4,ND-BASIC,399,PURE BLACK,,,,12.1kg,Basic Chair Grey - Navodesk,https://navodesk.com/product/basic-chair/,0,"BASIC Chair, Ergonomic Desk Chair, Office & Computer Chair for Home & Office by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
3,ND-BASIC,399,RED,,,,12.1kg,Basic Chair Red - Navodesk,https://navodesk.com/product/basic-chair/,0,"BASIC Chair, Ergonomic Desk Chair, Office & Computer Chair for Home & Office by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
5,ND-BASIC,399,STEEL BLUE,,,,12.1kg,Basic Chair SteelBlue - Navodesk,https://navodesk.com/product/basic-chair/,0,"BASIC Chair, Ergonomic Desk Chair, Office & Computer Chair for Home & Office by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
4,ND-BASIC,399,WILD ROSE,,,,12.1kg,Basic Chair WildRose - Navodesk,https://navodesk.com/product/basic-chair/,0,"BASIC Chair, Ergonomic Desk Chair, Office & Computer Chair for Home & Office by ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
2,NAVODESK12,329,Sage Green,,,,8kg,Navodesk VIS chair without wheels,https://navodesk.com/product/vis-chair/,0,"VIS Chair, Premium Meeting & Visitor Chairs, Swivel Chair, Home Office Chair With Soft Cushion Seat By ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
,NAVODESK12,249,White,71,40.5,51.5,8kg,Ergonomic Chair | VIS Office Chair by Navodesk,https://navodesk.com/product/vis-chair/,0,"VIS Chair, Premium Meeting & Visitor Chairs, Swivel Chair, Home Office Chair With Soft Cushion Seat By ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
,NAVODESK12,329,Pink,56,51,52,8kg,Premium-VIS-Chairs,https://navodesk.com/product/vis-chair/,0,"VIS Chair, Premium Meeting & Visitor Chairs, Swivel Chair, Home Office Chair With Soft Cushion Seat By ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
3,ND-KT-BK,500.00,,,,,10,Under Desk Keyboard Tray,https://navodesk.com/product/desk-keyboard-tray/,0," Ergonomic Under Desk Keyboard Tray with Gas Spring Tech, Adjustable Keyboard Tray with Wrist Rest and Mouse Pad","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
,ND-AS-BK,1000.00,,,,,17kg,Active Stool,https://navodesk.com/product/active-stool/,0,Active Stool By ,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
13,ND-SD-BK,200.00,,,,,5kg,Under Desk Storage Drawer,https://navodesk.com/product/storage-drawer/,0,"Under Desk Storage Drawer, Standing Desk Accessories By ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
2,ND-SR-WT,250.00,,,,,4.7Kg,Under Desk Storage Rack,https://navodesk.com/product/storage-rack/,0,"Under Desk Storage Rack with Accessory Shelf, Workspace Desk Organizer By ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
,‎ DMDL-DML,350.00,,,,,1kg,Desk Ambient Lamp With Gesture & Touch Control,https://navodesk.com/product/desk-ambient-lamp-with-gesture-touch-control/,0,"Desk Mood Lamp, Wooden Table Lamp, 3 light mode Desk Ambient Lamp With Gesture & Touch Control By ","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,Daamudi
,ND-CS-BK,90.00,,,,,1.6Kg,Mobile CPU Stand,https://navodesk.com/product/cpu-stand/,0,Mobile CPU Stand By ,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
5,DMDL-NWFL,450,,,,,5.15kg,Nordic Wooden Floor Lamp By Daamudi UAE,https://navodesk.com/product/nordic-wooden-floor-lamp/,0,,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,Daamudi
3,DMDL-WSTL,200.00,,,,,1.65kg,"Wooden Stickman Table Lamp, Folding Desk Lamp",https://navodesk.com/product/wooden-stickman-table-lamp-folding-desk-lamp/,0,,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,Daamudi
5,DMDL-NWFL,450,,,,,5.15kg,Nordic Wooden Floor Lamp By Daamudi UAE,https://navodesk.com/product/nordic-wooden-floor-lamp/,0,,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,Daamudi
,ND-SD-T,300,Ash Brown,,,,20kg,oak top navodesk,https://navodesk.com/product/standing-desk-tops/,1,"Navodesk Table Top for Desk frame & Height adjustable desk frame, Universal Desk Top with smooth surface MFC table top and Pre Drilled Holes.","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
,ND-HA-SSD,1700.00,black,,,,Frame31KgTop16Kgor18kgdependingonsize,Height Adjustable Smart Standing Desk | Height Adjustable Desk,https://navodesk.com/product/height-adjustable-smart-standing-desk/,19," Height Adjustable Standing Desk Workstation, Bluetooth Enabled,  Frame + Top","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
,ND-SD-F,1400,black,107.5,31.5,22,30Kg,Top-Rated-Standing-Desk-Frames-Black,https://navodesk.com/product/standing-desk-frame/,1,,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
3,CTRL-APRO-SINGLE,250,aluminium-white,,,,4.04Kg,Monitor-Arm-Grey - Navodesk,https://navodesk.com/product/monitor-arm/,1,,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
,ND-SD-T,500,Grey,,,,20kg,oak top navodesk,https://navodesk.com/product/standing-desk-tops/,1,"Navodesk Table Top for Desk frame & Height adjustable desk frame, Universal Desk Top with smooth surface MFC table top and Pre Drilled Holes.","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
,ND-SD-T,700,Maple,,,,20kg,oak top navodesk,https://navodesk.com/product/standing-desk-tops/,1,"Navodesk Table Top for Desk frame & Height adjustable desk frame, Universal Desk Top with smooth surface MFC table top and Pre Drilled Holes.","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
,ND-SD-T,700,Oak,,,,20kg,Premium-Standing-Desk-Tops-in-Dubai - Navodesk,https://navodesk.com/product/standing-desk-tops/,1,"Navodesk Table Top for Desk frame & Height adjustable desk frame, Universal Desk Top with smooth surface MFC table top and Pre Drilled Holes.","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
5,ND-SD-T,300,Walnut,,,,20kg,Premium-Standing-Desk-Tops-in-Dubai - Navodesk,https://navodesk.com/product/standing-desk-tops/,1,"Navodesk Table Top for Desk frame & Height adjustable desk frame, Universal Desk Top with smooth surface MFC table top and Pre Drilled Holes.","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
,ND-SD-T,300,White,,,,20kg,standing desk tops - Navodesk,https://navodesk.com/product/standing-desk-tops/,1,"Navodesk Table Top for Desk frame & Height adjustable desk frame, Universal Desk Top with smooth surface MFC table top and Pre Drilled Holes.","We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
5,ND-SD-F,1400,grey,107.5,31.5,22,30Kg,Navodesk-Standing-Desk-Frames-White-Navodesk,https://navodesk.com/product/standing-desk-frame/,1,,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
6,ND-SD-F,1400,white,107.5,31.5,22,30Kg,Top-Rated-Standing-Desk-Frames-UAE,https://navodesk.com/product/standing-desk-frame/,1,,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:37,NAVODESK
2,CTRL-APRO-SINGLE,250,midnight-grey,,,,4.04Kg,Monitor-Arm-Aluminum-White- Navodesk,https://navodesk.com/product/monitor-arm/,1,,"We deliver our Products in UAE & to other GCC countries. Shipping will be done by a third-party courier. Delivery within UAE will be in 1 – 3 working days and from 3 to 12 working Days to Other Countries depending on the location. UAE Delivery will be free for most of the products and Delivery Fees outside UAE will be mentioned on the checkout page depending on the product, country and location. Avoid any delivery delay by providing your full address along with your contact details.",Apr-28-2023 19:10:38,NAVODESK
